category,task_id,model,condition,energy_j,runtime_s,mem_mb
file_data_processing,FD-004,gpt,FULL_MULTI_TURN,0.8253,0.0641,10.90234375
file_data_processing,FD-004,gpt,ONE_SHOT,0.6792,0.0642,11.02734375
file_data_processing,FD-005,claude,BUG_FIX,0.6778,0.0643,12.40234375
file_data_processing,FD-005,claude,EDGE_CASE,1.0016,0.1144,12.52734375
file_data_processing,FD-005,claude,FEATURE_ADDITION,1.0016,0.1142,12.640625
file_data_processing,FD-005,claude,FULL_MULTI_TURN,1.0747,0.1143,12.40234375
file_data_processing,FD-005,claude,ONE_SHOT,1.1395,0.1145,12.9609375
file_data_processing,FD-005,deepseek,BUG_FIX,2.4653,0.3146,13.69921875
file_data_processing,FD-005,deepseek,EDGE_CASE,2.5052,0.3145,13.36328125
file_data_processing,FD-005,deepseek,FEATURE_ADDITION,1.769,0.2145,14.3203125
file_data_processing,FD-005,deepseek,FULL_MULTI_TURN,1.6587,0.2144,13.31640625
file_data_processing,FD-005,deepseek,ONE_SHOT,1.7534,0.2145,13.453125
file_data_processing,FD-005,gemini,BUG_FIX,0.6183,0.0641,12.27734375
file_data_processing,FD-005,gemini,EDGE_CASE,0.5631,0.064,10.32421875
file_data_processing,FD-005,gemini,FEATURE_ADDITION,0.7459,0.114,12.2578125
file_data_processing,FD-005,gemini,FULL_MULTI_TURN,0.4547,0.0641,10.85546875
file_data_processing,FD-005,gemini,ONE_SHOT,0.8656,0.1142,12.40234375
file_data_processing,FD-005,gpt,BUG_FIX,0.6865,0.0641,10.38671875
file_data_processing,FD-005,gpt,EDGE_CASE,0.9979,0.1142,12.52734375
file_data_processing,FD-005,gpt,FEATURE_ADDITION,0.6016,0.0641,10.41015625
file_data_processing,FD-005,gpt,ONE_SHOT,0.8777,0.1142,12.52734375
file_data_processing,FD-006,claude,BUG_FIX,0.701,0.0641,12.390625
file_data_processing,FD-006,claude,EDGE_CASE,1.057,0.1143,11.390625
file_data_processing,FD-006,claude,FEATURE_ADDITION,0.9874,0.1143,13.140625
file_data_processing,FD-006,claude,FULL_MULTI_TURN,1.0116,0.1141,15.5859375
file_data_processing,FD-006,claude,ONE_SHOT,0.6359,0.0667,12.328125
file_data_processing,FD-006,deepseek,BUG_FIX,1.0796,0.1142,13.69921875
file_data_processing,FD-006,deepseek,EDGE_CASE,1.2776,0.1644,14.94921875
file_data_processing,FD-006,deepseek,FEATURE_ADDITION,1.2966,0.1643,15.07421875
file_data_processing,FD-006,deepseek,FULL_MULTI_TURN,1.095,0.1141,14.69921875
file_data_processing,FD-006,deepseek,ONE_SHOT,1.1754,0.1142,13.30078125
file_data_processing,FD-006,gemini,BUG_FIX,0.5469,0.0641,11.01171875
file_data_processing,FD-006,gemini,EDGE_CASE,0.8437,0.0643,10.9921875
file_data_processing,FD-006,gemini,FEATURE_ADDITION,0.8091,0.1142,13.515625
file_data_processing,FD-006,gemini,FULL_MULTI_TURN,0.6218,0.064,10.38671875
file_data_processing,FD-006,gemini,ONE_SHOT,0.6209,0.0641,10.38671875
file_data_processing,FD-006,gpt,BUG_FIX,1.1127,0.1142,13.02734375
file_data_processing,FD-006,gpt,EDGE_CASE,0.5649,0.064,10.38671875
file_data_processing,FD-006,gpt,FEATURE_ADDITION,0.8503,0.1143,13.02734375
file_data_processing,FD-006,gpt,FULL_MULTI_TURN,1.0196,0.1142,11.27734375
file_data_processing,FD-006,gpt,ONE_SHOT,0.6434,0.0643,10.38671875
file_data_processing,FD-007,claude,BUG_FIX,0.632,0.0641,11.2890625
file_data_processing,FD-007,claude,EDGE_CASE,0.5753,0.0641,10.1640625
file_data_processing,FD-007,claude,FULL_MULTI_TURN,0.5939,0.064,10.65625
file_data_processing,FD-007,claude,ONE_SHOT,0.5484,0.0641,10.7734375
file_data_processing,FD-007,deepseek,BUG_FIX,0.5084,0.0641,11.34375
file_data_processing,FD-007,deepseek,EDGE_CASE,0.5658,0.0641,11.46484375
file_data_processing,FD-007,deepseek,FULL_MULTI_TURN,0.4978,0.0641,11.53125
file_data_processing,FD-007,deepseek,ONE_SHOT,0.9671,0.1144,10.78515625
file_data_processing,FD-007,gemini,BUG_FIX,0.4393,0.064,10.05859375
file_data_processing,FD-007,gemini,EDGE_CASE,0.5485,0.064,11.34765625
file_data_processing,FD-007,gemini,FEATURE_ADDITION,0.5838,0.064,10.5390625
file_data_processing,FD-007,gemini,FULL_MULTI_TURN,0.5419,0.0641,10.9609375
file_data_processing,FD-007,gemini,ONE_SHOT,0.8128,0.1142,12.66796875
file_data_processing,FD-008,claude,BUG_FIX,1.0657,0.1142,15.859375
file_data_processing,FD-008,claude,EDGE_CASE,0.9684,0.1144,16.26171875
file_data_processing,FD-008,claude,FEATURE_ADDITION,0.9857,0.1142,15.9375
file_data_processing,FD-008,claude,FULL_MULTI_TURN,1.0077,0.1143,16.11328125
file_data_processing,FD-008,claude,ONE_SHOT,0.9999,0.1143,16.3203125
file_data_processing,FD-008,deepseek,BUG_FIX,1.0315,0.1143,15.7109375
file_data_processing,FD-008,deepseek,EDGE_CASE,0.8797,0.1142,14.45703125
file_data_processing,FD-008,deepseek,FEATURE_ADDITION,0.6337,0.0641,15.48046875
file_data_processing,FD-008,deepseek,FULL_MULTI_TURN,0.5585,0.064,13.53515625
file_data_processing,FD-008,gemini,BUG_FIX,0.71,0.0641,14.296875
file_data_processing,FD-008,gemini,EDGE_CASE,0.8901,0.1142,14.96484375
file_data_processing,FD-008,gemini,FEATURE_ADDITION,0.8408,0.114,14.98046875
file_data_processing,FD-008,gemini,FULL_MULTI_TURN,0.7933,0.1142,14.921875
file_data_processing,FD-008,gemini,ONE_SHOT,0.8748,0.1142,15.3359375
file_data_processing,FD-008,gpt,BUG_FIX,0.6473,0.064,14.3125
file_data_processing,FD-008,gpt,EDGE_CASE,0.594,0.0641,14.0625
file_data_processing,FD-008,gpt,FEATURE_ADDITION,0.5422,0.0641,14.2578125
file_data_processing,FD-008,gpt,FULL_MULTI_TURN,0.5841,0.0641,14.29296875
file_data_processing,FD-008,gpt,ONE_SHOT,0.6191,0.064,13.74609375
file_data_processing,FD-009,claude,EDGE_CASE,0.9726,0.1143,14.3828125
file_data_processing,FD-009,claude,FEATURE_ADDITION,4.4273,0.565,15.75
file_data_processing,FD-009,claude,ONE_SHOT,3.3995,0.4154,14.86328125
file_data_processing,FD-009,deepseek,FEATURE_ADDITION,0.5354,0.064,10.94921875
file_data_processing,FD-009,deepseek,FULL_MULTI_TURN,0.6982,0.0641,12.375
file_data_processing,FD-009,gemini,BUG_FIX,7.9035,0.9167,93.29296875
file_data_processing,FD-009,gemini,EDGE_CASE,0.4147,0.032,9.88671875
file_data_processing,FD-009,gemini,FEATURE_ADDITION,0.513,0.064,10.5546875
file_data_processing,FD-009,gemini,FULL_MULTI_TURN,0.5561,0.0641,11.84375
file_data_processing,FD-009,gemini,ONE_SHOT,0.4663,0.0641,9.76171875
file_data_processing,FD-009,gpt,BUG_FIX,0.5346,0.064,10.46484375
file_data_processing,FD-009,gpt,FEATURE_ADDITION,0.5599,0.0642,10.6875
file_data_processing,FD-009,gpt,ONE_SHOT,0.5837,0.0641,10.64453125
file_data_processing,FD-010,gpt,BUG_FIX,0.6111,0.0641,10.7265625
file_data_processing,FD-010,gpt,ONE_SHOT,0.5502,0.064,10.78515625
image_media_processing,IM-001,claude,BUG_FIX,1.2806,0.1143,17.11328125
image_media_processing,IM-001,claude,EDGE_CASE,1.3979,0.1644,17.03515625
image_media_processing,IM-001,claude,FEATURE_ADDITION,1.1964,0.1144,16.84765625
image_media_processing,IM-001,claude,FULL_MULTI_TURN,1.1647,0.1141,17.18359375
image_media_processing,IM-001,claude,ONE_SHOT,0.9911,0.1142,16.8984375
image_media_processing,IM-001,deepseek,BUG_FIX,1.231,0.1143,16.5078125
image_media_processing,IM-001,deepseek,EDGE_CASE,1.0245,0.1143,16.60546875
image_media_processing,IM-001,deepseek,FEATURE_ADDITION,1.1557,0.1142,16.6015625
image_media_processing,IM-001,deepseek,FULL_MULTI_TURN,1.2556,0.1144,16.84375
image_media_processing,IM-001,deepseek,ONE_SHOT,1.1125,0.1142,16.578125
image_media_processing,IM-001,gemini,BUG_FIX,1.0737,0.1141,17.125
image_media_processing,IM-001,gemini,EDGE_CASE,1.0808,0.1145,16.44140625
image_media_processing,IM-001,gemini,FEATURE_ADDITION,1.0084,0.1142,17.0234375
image_media_processing,IM-001,gemini,FULL_MULTI_TURN,1.1357,0.1142,17.08984375
image_media_processing,IM-001,gemini,ONE_SHOT,1.1764,0.1142,17.1015625
image_media_processing,IM-001,gpt,BUG_FIX,1.0726,0.1141,16.8515625
image_media_processing,IM-001,gpt,EDGE_CASE,1.3125,0.1641,17.015625
image_media_processing,IM-001,gpt,FEATURE_ADDITION,1.0011,0.1144,16.73046875
image_media_processing,IM-001,gpt,FULL_MULTI_TURN,1.1793,0.1141,17.0703125
image_media_processing,IM-001,gpt,ONE_SHOT,1.2967,0.1641,16.8984375
image_media_processing,IM-002,claude,BUG_FIX,1.0758,0.1141,16.99609375
image_media_processing,IM-002,claude,EDGE_CASE,1.2219,0.1142,20.24609375
image_media_processing,IM-002,claude,FEATURE_ADDITION,1.0022,0.1142,20.359375
image_media_processing,IM-002,claude,FULL_MULTI_TURN,1.088,0.1142,17.19921875
image_media_processing,IM-002,claude,ONE_SHOT,1.7833,0.2144,20.1953125
image_media_processing,IM-002,deepseek,BUG_FIX,1.1811,0.1143,20.08984375
image_media_processing,IM-002,deepseek,EDGE_CASE,1.2417,0.1143,17.11328125
image_media_processing,IM-002,deepseek,FEATURE_ADDITION,1.3667,0.1643,17.3671875
image_media_processing,IM-002,deepseek,FULL_MULTI_TURN,1.0996,0.1141,20.890625
image_media_processing,IM-002,deepseek,ONE_SHOT,1.149,0.1141,20.328125
image_media_processing,IM-002,gemini,BUG_FIX,1.3109,0.1642,17.39453125
image_media_processing,IM-002,gemini,EDGE_CASE,1.2323,0.1641,17.3984375
image_media_processing,IM-002,gemini,FULL_MULTI_TURN,1.0671,0.1143,17.234375
image_media_processing,IM-002,gemini,ONE_SHOT,1.0568,0.1141,17.34765625
image_media_processing,IM-002,gpt,BUG_FIX,1.0494,0.1145,17.01953125
image_media_processing,IM-002,gpt,EDGE_CASE,0.9998,0.1141,16.9609375
image_media_processing,IM-002,gpt,FEATURE_ADDITION,0.9952,0.1142,16.98046875
image_media_processing,IM-002,gpt,FULL_MULTI_TURN,0.9619,0.1142,17.03515625
image_media_processing,IM-002,gpt,ONE_SHOT,1.0029,0.1143,16.8671875
image_media_processing,IM-003,claude,BUG_FIX,1.3085,0.1649,17.171875
image_media_processing,IM-003,claude,EDGE_CASE,1.0952,0.1144,17.25390625
image_media_processing,IM-003,claude,FEATURE_ADDITION,2.2882,0.3147,20.703125
image_media_processing,IM-003,claude,FULL_MULTI_TURN,2.73,0.3647,20.84765625
image_media_processing,IM-003,claude,ONE_SHOT,0.9644,0.1141,16.984375
image_media_processing,IM-003,deepseek,EDGE_CASE,3.1936,0.3649,20.55859375
image_media_processing,IM-003,deepseek,FEATURE_ADDITION,1.3977,0.1643,17.33203125
image_media_processing,IM-003,deepseek,FULL_MULTI_TURN,1.612,0.1643,20.26953125
image_media_processing,IM-003,gemini,BUG_FIX,0.9612,0.1141,16.66796875
image_media_processing,IM-003,gemini,EDGE_CASE,1.264,0.1642,17.171875
image_media_processing,IM-003,gemini,FEATURE_ADDITION,1.2114,0.1142,17.171875
image_media_processing,IM-003,gemini,FULL_MULTI_TURN,1.2131,0.1142,17.20703125
image_media_processing,IM-003,gemini,ONE_SHOT,1.124,0.1142,16.5625
image_media_processing,IM-003,gpt,BUG_FIX,1.0009,0.1142,17.203125
image_media_processing,IM-003,gpt,EDGE_CASE,1.0798,0.1141,16.7734375
image_media_processing,IM-003,gpt,FEATURE_ADDITION,0.9806,0.1142,17.14453125
image_media_processing,IM-003,gpt,FULL_MULTI_TURN,1.0789,0.1143,17.0390625
image_media_processing,IM-003,gpt,ONE_SHOT,1.0053,0.1143,17.015625
image_media_processing,IM-004,claude,BUG_FIX,2.6835,0.3153,30.84375
image_media_processing,IM-004,claude,EDGE_CASE,3.9316,0.4167,36.4296875
image_media_processing,IM-004,claude,FEATURE_ADDITION,2.8273,0.3159,30.8828125
image_media_processing,IM-004,claude,FULL_MULTI_TURN,5.442,0.6159,37.08984375
image_media_processing,IM-004,claude,ONE_SHOT,4.0736,0.4177,37.6953125
image_media_processing,IM-004,deepseek,BUG_FIX,3.1006,0.367,30.78515625
image_media_processing,IM-004,deepseek,EDGE_CASE,3.1854,0.3657,51.046875
image_media_processing,IM-004,deepseek,FEATURE_ADDITION,3.6727,0.4168,34.984375
image_media_processing,IM-004,deepseek,ONE_SHOT,3.058,0.3649,30.9375
image_media_processing,IM-004,gemini,BUG_FIX,2.7542,0.3185,51.75390625
image_media_processing,IM-004,gemini,EDGE_CASE,2.9738,0.3156,51.49609375
image_media_processing,IM-004,gemini,FEATURE_ADDITION,3.1521,0.3196,52.01953125
image_media_processing,IM-004,gemini,FULL_MULTI_TURN,2.7493,0.3157,30.53515625
image_media_processing,IM-004,gemini,ONE_SHOT,2.7263,0.3166,52.0546875
image_media_processing,IM-004,gpt,BUG_FIX,2.679,0.3171,31.01171875
image_media_processing,IM-004,gpt,EDGE_CASE,0.9171,0.1142,16.5234375
image_media_processing,IM-004,gpt,FEATURE_ADDITION,2.7377,0.3158,31.015625
image_media_processing,IM-004,gpt,FULL_MULTI_TURN,2.612,0.3199,31.0234375
image_media_processing,IM-004,gpt,ONE_SHOT,2.8197,0.3159,31.01171875
image_media_processing,IM-005,claude,BUG_FIX,1.1027,0.1142,16.5390625
image_media_processing,IM-005,claude,EDGE_CASE,2.7685,0.3157,20.46875
image_media_processing,IM-005,claude,FEATURE_ADDITION,1.0926,0.1143,17.0546875
image_media_processing,IM-005,claude,FULL_MULTI_TURN,1.1415,0.1142,17.09375
image_media_processing,IM-005,claude,ONE_SHOT,1.1509,0.1143,16.6875
image_media_processing,IM-005,deepseek,BUG_FIX,1.2563,0.1643,16.8125
image_media_processing,IM-005,deepseek,EDGE_CASE,1.3299,0.1644,16.78515625
image_media_processing,IM-005,deepseek,FEATURE_ADDITION,1.2166,0.1642,16.51171875
image_media_processing,IM-005,deepseek,FULL_MULTI_TURN,1.2408,0.1642,16.82421875
image_media_processing,IM-005,deepseek,ONE_SHOT,1.3223,0.1644,16.6484375
image_media_processing,IM-005,gemini,BUG_FIX,1.0791,0.1146,16.8203125
image_media_processing,IM-005,gemini,EDGE_CASE,1.4918,0.1644,16.92578125
image_media_processing,IM-005,gemini,FEATURE_ADDITION,1.3185,0.1643,17.00390625
image_media_processing,IM-005,gemini,FULL_MULTI_TURN,1.2263,0.1642,16.56640625
image_media_processing,IM-005,gemini,ONE_SHOT,1.3079,0.1643,16.62109375
image_media_processing,IM-005,gpt,BUG_FIX,1.1628,0.1643,16.7421875
image_media_processing,IM-005,gpt,EDGE_CASE,1.153,0.1643,16.8125
image_media_processing,IM-005,gpt,FEATURE_ADDITION,1.1493,0.1144,17.14453125
image_media_processing,IM-005,gpt,FULL_MULTI_TURN,1.1515,0.1143,16.9453125
image_media_processing,IM-005,gpt,ONE_SHOT,1.1238,0.1642,17.08203125
image_media_processing,IM-006,claude,BUG_FIX,1.3931,0.1643,18.453125
image_media_processing,IM-006,claude,EDGE_CASE,1.1603,0.1142,16.6640625
image_media_processing,IM-006,claude,FEATURE_ADDITION,1.0308,0.1142,16.38671875
image_media_processing,IM-006,claude,FULL_MULTI_TURN,1.1838,0.1146,16.5234375
image_media_processing,IM-006,claude,ONE_SHOT,1.2239,0.115,16.64453125
image_media_processing,IM-006,deepseek,BUG_FIX,0.9525,0.1141,16.49609375
image_media_processing,IM-006,deepseek,EDGE_CASE,0.9366,0.1142,16.53515625
image_media_processing,IM-006,deepseek,FEATURE_ADDITION,0.9838,0.1143,16.56640625
image_media_processing,IM-006,deepseek,FULL_MULTI_TURN,0.9752,0.1141,16.6640625
image_media_processing,IM-006,deepseek,ONE_SHOT,0.9141,0.1142,16.5
image_media_processing,IM-006,gemini,BUG_FIX,1.2589,0.1144,16.6328125
image_media_processing,IM-006,gemini,EDGE_CASE,1.3434,0.1642,17.00390625
image_media_processing,IM-006,gemini,FEATURE_ADDITION,1.2519,0.1142,16.56640625
image_media_processing,IM-006,gemini,FULL_MULTI_TURN,1.2599,0.1644,17.0859375
image_media_processing,IM-006,gemini,ONE_SHOT,1.4138,0.1644,16.90234375
image_media_processing,IM-006,gpt,BUG_FIX,1.0554,0.1142,16.890625
image_media_processing,IM-006,gpt,EDGE_CASE,1.2023,0.1143,16.5625
image_media_processing,IM-006,gpt,FEATURE_ADDITION,1.0478,0.1142,16.5234375
image_media_processing,IM-006,gpt,FULL_MULTI_TURN,1.3297,0.1643,16.54296875
image_media_processing,IM-006,gpt,ONE_SHOT,1.2671,0.1144,16.85546875
image_media_processing,IM-007,claude,BUG_FIX,2.847,0.316,30.37109375
image_media_processing,IM-007,claude,EDGE_CASE,1.1471,0.1143,16.453125
image_media_processing,IM-007,claude,FEATURE_ADDITION,1.1856,0.1145,16.66015625
image_media_processing,IM-007,claude,FULL_MULTI_TURN,1.3976,0.1644,18.4765625
image_media_processing,IM-007,claude,ONE_SHOT,1.1749,0.1143,16.390625
image_media_processing,IM-007,deepseek,BUG_FIX,1.0492,0.1141,16.4453125
image_media_processing,IM-007,deepseek,EDGE_CASE,2.8851,0.3166,32.671875
image_media_processing,IM-007,deepseek,FEATURE_ADDITION,0.4609,0.032,9.546875
image_media_processing,IM-007,deepseek,FULL_MULTI_TURN,2.7529,0.3147,51.58984375
image_media_processing,IM-007,deepseek,ONE_SHOT,2.7578,0.3159,30.44140625
image_media_processing,IM-007,gemini,BUG_FIX,2.8509,0.3673,30.33203125
image_media_processing,IM-007,gemini,EDGE_CASE,3.239,0.3657,30.73046875
image_media_processing,IM-007,gemini,FEATURE_ADDITION,3.2953,0.3658,30.74609375
image_media_processing,IM-007,gemini,FULL_MULTI_TURN,2.8201,0.3161,30.7734375
image_media_processing,IM-007,gemini,ONE_SHOT,1.5803,0.1643,19.06640625
image_media_processing,IM-007,gpt,BUG_FIX,0.974,0.1143,16.578125
image_media_processing,IM-007,gpt,EDGE_CASE,1.0915,0.1143,16.48828125
image_media_processing,IM-007,gpt,FEATURE_ADDITION,1.147,0.1142,16.4609375
image_media_processing,IM-007,gpt,FULL_MULTI_TURN,1.4825,0.1644,19.1171875
image_media_processing,IM-007,gpt,ONE_SHOT,1.1255,0.1143,16.57421875
realistic_applications_utilities,RA-001,claude,BUG_FIX,1.0119,0.1142,13.6015625
realistic_applications_utilities,RA-001,claude,EDGE_CASE,1.054,0.1142,12.95703125
realistic_applications_utilities,RA-001,claude,FEATURE_ADDITION,1.0084,0.1143,14.015625
realistic_applications_utilities,RA-001,claude,FULL_MULTI_TURN,0.6725,0.0641,11.94140625
realistic_applications_utilities,RA-001,claude,ONE_SHOT,1.1965,0.1143,15.54296875
realistic_applications_utilities,RA-001,deepseek,EDGE_CASE,0.7476,0.0642,11.69921875
realistic_applications_utilities,RA-001,deepseek,FEATURE_ADDITION,0.5789,0.0642,10.72265625
realistic_applications_utilities,RA-001,deepseek,FULL_MULTI_TURN,0.798,0.1142,12.3671875
realistic_applications_utilities,RA-001,deepseek,ONE_SHOT,9.5772,1.0736,63.96484375
realistic_applications_utilities,RA-001,gemini,BUG_FIX,10.0589,1.1672,62.15625
realistic_applications_utilities,RA-001,gemini,EDGE_CASE,0.5003,0.0642,11.25
realistic_applications_utilities,RA-001,gemini,FEATURE_ADDITION,0.5183,0.0643,10.5546875
realistic_applications_utilities,RA-001,gemini,FULL_MULTI_TURN,0.976,0.1144,13.49609375
realistic_applications_utilities,RA-001,gemini,ONE_SHOT,10.208,1.2177,62.21875
realistic_applications_utilities,RA-001,gpt,BUG_FIX,1.6148,0.2146,18.0703125
realistic_applications_utilities,RA-001,gpt,EDGE_CASE,0.4473,0.0321,10.12109375
realistic_applications_utilities,RA-001,gpt,FEATURE_ADDITION,0.9874,0.1142,12.98828125
realistic_applications_utilities,RA-001,gpt,ONE_SHOT,0.3786,0.0319,11.21875
realistic_applications_utilities,RA-002,claude,BUG_FIX,0.4042,0.0321,9.4453125
realistic_applications_utilities,RA-002,claude,EDGE_CASE,0.3912,0.032,9.38671875
realistic_applications_utilities,RA-002,claude,FEATURE_ADDITION,0.4157,0.0322,9.51171875
realistic_applications_utilities,RA-002,claude,FULL_MULTI_TURN,0.4732,0.064,9.8125
realistic_applications_utilities,RA-002,claude,ONE_SHOT,0.4151,0.032,9.63671875
realistic_applications_utilities,RA-002,deepseek,BUG_FIX,0.938,0.1143,13.140625
realistic_applications_utilities,RA-002,deepseek,EDGE_CASE,0.6637,0.0642,10.36328125
realistic_applications_utilities,RA-002,deepseek,FEATURE_ADDITION,1.0684,0.1144,12.9453125
realistic_applications_utilities,RA-002,deepseek,FULL_MULTI_TURN,1.0713,0.1143,14.5390625
realistic_applications_utilities,RA-002,gemini,BUG_FIX,10.3257,1.1719,94.59375
realistic_applications_utilities,RA-002,gemini,EDGE_CASE,0.8814,0.1147,12.7265625
realistic_applications_utilities,RA-002,gemini,FULL_MULTI_TURN,0.8142,0.1139,13.22265625
realistic_applications_utilities,RA-002,gemini,ONE_SHOT,7.4976,0.9188,95.05859375
realistic_applications_utilities,RA-002,gpt,BUG_FIX,0.204,0.0318,9.984375
realistic_applications_utilities,RA-002,gpt,EDGE_CASE,0.2181,0.0318,9.38671875
realistic_applications_utilities,RA-002,gpt,FEATURE_ADDITION,0.228,0.0321,9.5625
realistic_applications_utilities,RA-002,gpt,FULL_MULTI_TURN,0.2182,0.0321,9.51171875
realistic_applications_utilities,RA-002,gpt,ONE_SHOT,0.2534,0.0318,10.73828125
realistic_applications_utilities,RA-003,claude,BUG_FIX,0.4261,0.064,9.9375
realistic_applications_utilities,RA-003,claude,EDGE_CASE,0.9018,0.1143,13.0546875
realistic_applications_utilities,RA-003,claude,FEATURE_ADDITION,0.4855,0.0642,10.0625
realistic_applications_utilities,RA-003,claude,ONE_SHOT,0.4161,0.0641,9.8125
realistic_applications_utilities,RA-003,deepseek,ONE_SHOT,0.8981,0.1143,11.69921875
realistic_applications_utilities,RA-003,gemini,ONE_SHOT,0.6157,0.0642,11.6484375
realistic_applications_utilities,RA-003,gpt,BUG_FIX,0.229,0.032,9.7578125
realistic_applications_utilities,RA-003,gpt,EDGE_CASE,0.3571,0.0319,9.88671875
realistic_applications_utilities,RA-003,gpt,FEATURE_ADDITION,0.2185,0.0318,9.8125
realistic_applications_utilities,RA-003,gpt,FULL_MULTI_TURN,0.2079,0.0319,9.38671875
realistic_applications_utilities,RA-003,gpt,ONE_SHOT,0.4817,0.0641,12.2109375
realistic_applications_utilities,RA-004,claude,ONE_SHOT,0.7751,0.065,11.6484375
realistic_applications_utilities,RA-004,deepseek,ONE_SHOT,0.8007,0.1141,11.6484375
realistic_applications_utilities,RA-004,gemini,ONE_SHOT,0.6212,0.0641,11.6484375
realistic_applications_utilities,RA-004,gpt,ONE_SHOT,0.4806,0.0642,11.6484375
realistic_applications_utilities,RA-005,claude,ONE_SHOT,0.6453,0.0642,11.6484375
realistic_applications_utilities,RA-005,deepseek,ONE_SHOT,0.7647,0.0641,11.703125
realistic_applications_utilities,RA-005,gemini,ONE_SHOT,0.5447,0.0641,11.65234375
realistic_applications_utilities,RA-005,gpt,ONE_SHOT,0.421,0.0641,11.6484375
realistic_applications_utilities,RA-006,claude,ONE_SHOT,0.7482,0.0641,11.6484375
realistic_applications_utilities,RA-006,deepseek,ONE_SHOT,0.952,0.1142,11.65234375
realistic_applications_utilities,RA-006,gemini,ONE_SHOT,0.45,0.0642,11.6484375
realistic_applications_utilities,RA-006,gpt,ONE_SHOT,0.5407,0.064,11.6484375
realistic_applications_utilities,RA-007,claude,ONE_SHOT,0.7407,0.0641,11.6484375
realistic_applications_utilities,RA-007,deepseek,ONE_SHOT,0.8183,0.1143,11.5859375
realistic_applications_utilities,RA-007,gemini,ONE_SHOT,0.5883,0.0642,11.6484375
realistic_applications_utilities,RA-007,gpt,ONE_SHOT,0.4588,0.0641,11.6484375
realistic_applications_utilities,RA-008,gpt,ONE_SHOT,0.5312,0.064,11.65234375
search_retrieval,SR-001,gpt,BUG_FIX,0.5306,0.0319,9.76953125
search_retrieval,SR-001,gpt,ONE_SHOT,0.3829,0.0319,9.9453125
text_log_processing,TL-001,gpt,BUG_FIX,1.2567,0.1645,10.8046875
text_log_processing,TL-001,gpt,EDGE_CASE,1.2914,0.1645,10.8046875
text_log_processing,TL-001,gpt,FEATURE_ADDITION,0.2823,0.032,10.19921875
text_log_processing,TL-001,gpt,ONE_SHOT,1.4868,0.1644,10.86328125
